sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,xcs_pro,fact_no,product_left,aging
3287891,0.339119,8,0,0,0.484456,0.484456,0.048446,0.10658,0.310052,0.542591,0.10658,0,0,1,1,0,0,0,0,1,0,0,22061,0,0
3287892,0.087644,8,0.050082,0.193174,0.386347,0.555374,0.054107,0.167238,0.372038,0.568789,0.044269,0,0,0.98,0.92,0,0,0,0,1,0,0,22062,0,0
3287893,0.87519,8,0,0,0,0,0,0,0.145865,0.437595,0.145865,0,0,0.67,0.42,0,0,0,0,1,0,0,22063,0,0
3287894,0.314533,8,0.096107,0.104844,0.244637,0.349482,0.104844,0.209689,0.480537,0.637804,0.078633,0,0,0.96,0.94,0,0,0,0,1,0,0,22064,0,0
3287895,1,9,0,0,0,0,0,0,0,0,0,0,0,0.93,0.89,0,0,0,0,1,0,0,22065,0,0
3287896,1,12,0,0,0,0,0,0,0,0,0,0,0,0.92,0.9,0,0,0,0,1,0,0,22066,0,0
3287897,0.999937,2,0,0,0,0,0,0,0,0,0.011235,0,0,1,0.99,0,1,0,0,1,0,0,22067,0,0
3287898,0.999955,8,0,0,0,0,0,0,0,0.008438,0.004219,0,0,0.35,0.68,0,1,0,0,1,0,0,22068,0,0
3287899,0.904534,8,0,0,0,0,0,0,0,0.301511,0.301511,0,0,0.99,0.99,0,0,0,0,1,0,0,22069,0,0
3287900,0.707107,9,0,0,0,0,0,0,0,0,0.707107,0,0,0.99,0.99,0,0,0,0,1,0,0,22070,0,0
3287901,1,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,1,0,0,1,0,0,22071,0,0
3287902,1,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0,22072,0,0
3287903,1,9,0,0,0,0,0,0,0,0,0,0,0,0.93,0.89,0,0,0,0,1,0,0,22073,0,0
3287904,0.292103,9,0,0,0.292103,0.584206,0,0.175262,0.408944,0.525786,0.116841,0,0,0.99,0.99,0,0,0,0,1,0,0,22074,0,0
3287905,0.422829,8,0,0,0,0,0.155037,0.310075,0.4933,0.676526,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22075,0,0
3287906,0.019277,8,0.003213,0.27951,0.459425,0.639339,0.028915,0.115659,0.311638,0.43051,0.070681,0,0,0.36,0.44,0,1,0,0,1,0,0,22076,0,0
3287907,0.223835,8,0,0,0.399706,0.399706,0.055959,0.175871,0.471653,0.599559,0.119912,0,0,0.98,0.99,0,0,0,0,1,0,0,22077,0,0
3287908,0.061401,8,0,0.286537,0.458458,0.63038,0.040934,0.192389,0.298817,0.421618,0.028654,0,0,0.83,0.7,0,0,0,0,1,0,0,22078,0,0
3287909,0,8,0,0.293357,0.4107,0.586715,0.058671,0.322693,0.352029,0.4107,0.029336,0,0,0.7669,0.763186,0,0,0,0,1,0,1,22079,256,30
3287910,0.065748,8,0,0.197243,0.328739,0.460234,0,0.438318,0.460234,0.48215,0.021916,0,0,0.97,0.98,0,0,0,0,1,0,0,22080,0,0
3287911,0.339179,9,0,0.155945,0.155945,0.311889,0.042885,0.210525,0.479529,0.67446,0.089668,0,0,0.95,0.89,0,0,0,0,1,0,0,22081,0,0
3287912,0.968751,8,0,0,0,0,0,0.096875,0.161458,0.161458,0,0,0,0.87,0.88,0,1,0,0,1,0,0,22082,0,0
3287913,0.294504,8,0.12271,0.12271,0.36813,0.49084,0.049084,0.200426,0.359949,0.568556,0.106349,0,0,0.99,0.98,0,0,0,0,1,0,0,22083,0,0
3287914,0.999994,52,0,0,0,0,0.00061,0.00061,0.002034,0.002644,0.000203,0,0,0.7669,0.763186,0,1,0,1,0,0,0,22084,0,0
3287915,0.989424,8,0,0,0,0.030744,0.006942,0.032066,0.075041,0.11405,0.019504,0,0,0.92,0.64,0,0,0,0,1,0,0,22085,0,0
3287916,0.904534,8,0,0,0,0,0,0,0.301511,0.301511,0,0,0,0.87,0.8,0,0,0,0,1,0,0,22086,0,0
3287917,0,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,0,0,1,1,0,0,22087,0,0
3287919,0.998568,17,0,0,0,0,0,0,0.035663,0.035663,0.017832,0,0,0,0,0,0,0,0,1,0,0,22088,0,0
3287920,0.999592,8,0,0,0,0,0,0,0,0.02856,0,0,0,0.68,0.75,0,0,0,0,1,0,0,22089,0,0
3287921,0.904534,2,0,0,0,0,0,0,0.301511,0.301511,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22090,0,0
3287922,0.408749,16,0,0,0.421135,0.421135,0.049545,0.198181,0.334431,0.569771,0,0,0,0.92,0.94,0,0,0,0,1,0,0,22091,0,0
3287923,0.365597,8,0,0,0,0,0.102367,0.277854,0.555708,0.672699,0.131615,0,0,0.7669,0.763186,0,0,0,0,0,0,0,22092,0,0
3287924,0.645497,8,0,0,0,0,0,0.129099,0.387298,0.645497,0,0,0,0.99,0.96,0,0,0,0,1,0,0,22093,0,0
3287925,0.298142,8,0,0.074536,0.223607,0.447214,0.074536,0.298142,0.447214,0.596285,0.074536,0,0,0.99,0.99,0,0,0,0,1,0,0,22094,0,0
3287926,1,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22095,0,0
3287927,0.707107,2,0,0,0,0,0,0,0,0,0.707107,0,0,0.97,0.97,0,0,0,0,1,0,0,22096,0,0
3287928,0.997785,14,0,0,0,0,0,0,0,0,0.066519,0,0,0.99,0.99,0,0,0,0,1,0,0,22097,0,0
3287929,1,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,22098,0,0
3287930,0.707107,8,0,0,0,0,0,0,0,0,0.707107,0,0,0.7669,0.763186,0,1,0,0,1,0,0,22099,0,0
3287931,0.139932,8,0,0.201152,0.349829,0.349829,0.087457,0.24488,0.489761,0.612201,0.113694,0,0,0.78,0.75,0,0,0,1,1,0,0,22100,0,0
3287932,0.870388,8,0,0,0,0,0,0,0.348155,0.348155,0,0,0,0.99,0.99,0,0,0,1,1,0,0,22101,0,0
3287933,0.052756,8,0,0.303348,0.455022,0.606696,0.026378,0.145079,0.316537,0.455022,0.032973,0,0,0.78,0.75,0,0,0,0,1,0,0,22102,0,0
3287934,0.416667,8,0,0,0.166667,0.416667,0,0.083333,0.5,0.583333,0.166667,0,0,0.98,0.97,0,0,0,0,1,0,0,22103,0,0
3287935,0.122691,8,0.026291,0.175273,0.350547,0.543348,0.040897,0.176004,0.363692,0.606154,0.055503,0,0,0.98,0.96,0,0,0,0,1,0,0,22104,0,0
3287936,0.111618,8,0.048833,0.209284,0.376712,0.523211,0.055809,0.188356,0.369735,0.585996,0.083714,0,0,0.97,0.97,0,0,0,0,1,0,0,22105,0,0
3287937,0.123467,8,0.060358,0.290956,0.546316,0.773302,0,0,0,0,0,0,0,0.97,0.96,0,0,0,0,1,0,0,22106,0,0
3287938,0.917663,8,0,0,0,0,0,0.229416,0.229416,0.229416,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,22107,0,0
3287939,0.997054,52,0,0,0,0,0,0,0,0,0.076696,0,0,0.33,0.65,0,1,0,0,0,0,0,22108,0,0
3287940,0.256501,8,0,0.064125,0.064125,0.096188,0.048094,0.224439,0.496971,0.785535,0,0,0,0.87,0.88,0,0,0,0,1,0,0,22109,0,0
3287941,0.113364,2,0.056682,0.170046,0.340092,0.510138,0.170046,0.28341,0.340092,0.595161,0,0,0,0.78,0.83,0,0,0,0,1,0,0,22110,0,0
3287942,0.603703,8,0,0,0,0.054882,0.054882,0.054882,0.439057,0.658586,0,0,0,0.95,0.96,0,0,0,0,1,0,0,22111,0,0
3287943,0.449013,8,0,0,0,0,0,0.269408,0.269408,0.808224,0,0,0,0.52,0.67,0,1,0,0,1,0,0,22112,0,0
3287944,0.992434,12,0,0,0,0,0,0,0.070888,0.070888,0.070888,0,0,0.92,0.9,0,1,0,1,1,0,0,22113,0,0
3287945,0.995832,52,0,0,0,0,0.005332,0.022663,0.050658,0.071988,0.005332,0,0,0.91,0.85,0,1,0,0,0,0,0,22114,0,0
3287946,1,12,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0,22115,0,0
3287947,1,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,0,0,0,1,0,0,22116,0,0
3287948,0.287319,12,0.005144,0,0.205753,0.37403,0.030863,0.191791,0.429142,0.714992,0.04556,0,0,0.93,0.74,0,0,0,0,1,0,0,22117,0,0
3287949,0.998891,52,0,0,0,0,0,0,0,0.033296,0.033296,0,0,0.7669,0.763186,0,1,0,0,1,0,0,22118,0,0
3287950,0.992557,8,0,0,0,0,0,0.025781,0.045116,0.103123,0.038671,0,0,0.91,0.81,0,0,0,0,1,0,0,22119,0,0
3287951,0.359085,11,0,0.109924,0.219848,0.329772,0.010992,0.128245,0.454353,0.677865,0.139237,0,0,0.85,0.8,0,0,0,0,1,0,0,22120,0,0
3287952,0.188877,8,0.005353,0.098644,0.224817,0.360166,0.054292,0.159819,0.498573,0.704273,0.035175,0,0,0.95,0.95,0.001529,0,0,0,1,0,0,22121,0,0
3287953,0.154303,0,0,0.154303,0.46291,0.617213,0,0.154303,0.308607,0.46291,0.154303,0,0,0,0,0,0,0,0,0,0,0,22122,0,0
3287954,0.928477,8,0,0,0,0.371391,0,0,0,0,0,0,0,0.67,0.81,0,0,0,0,1,0,0,22123,0,0
3287955,0,8,0.326077,0,0.668459,0.668459,0,0,0,0,0,0,0,0.67,0.81,0,0,0,0,1,0,0,22124,0,0
3287956,0.923459,8,0,0,0,0,0,0.0506,0.227702,0.303603,0.0253,0,0,0.7669,0.763186,0,0,0,0,0,0,0,22125,0,0
3287957,0.718185,3,0,0,0,0.205196,0,0,0.410391,0.512989,0.102598,0,0,0.99,0.99,0,0,0,0,1,0,0,22126,0,0
3287958,0.426327,8,0.134415,0,0.122196,0.122196,0.05974,0.175147,0.453482,0.727743,0.028512,0,0,0.61,0.6,0,0,0,0,1,0,0,22127,0,0
3287959,0.938882,8,0,0,0,0,0.069547,0.139094,0.173867,0.243414,0.069547,0,0,0.77,0.86,0,0,0,0,1,0,0,22128,0,0
3287960,1,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,0,0,1,1,0,0,22129,0,0
3287961,1,8,0,0,0,0,0,0,0,0,0,0,0,0.83,0.92,0,0,0,0,1,0,0,22130,0,0
3287962,1,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,1,1,0,0,22131,0,0
3287963,0.980977,8,0,0,0,0,0,0.037018,0.092545,0.166581,0,0,0,0.78,0.75,0,0,0,0,1,0,0,22132,0,0
3287964,0.00744,8,0,0.576623,0.576623,0.576623,0.00744,0.018601,0.026041,0.037201,0,0,0,0.5,0.52,0,1,0,0,0,0,0,22133,0,0
3287965,0.144105,8,0.018463,0,0,0,0.067999,0.23372,0.503466,0.812841,0.073854,0,0,0.7669,0.763186,0,0,0,1,0,0,0,22134,0,0
3287966,0.999995,8,0,0,0,0,0,0,0.002022,0.002022,0.001011,0,0,0.7669,0.763186,0,0,0,0,0,0,0,22135,0,0
3287967,0.848764,8,0,0,0,0,0.029437,0.122654,0.260026,0.436647,0.073592,0,0,0.99,0.98,0,0,0,0,1,0,0,22136,0,0
3287968,0.996811,8,0,0,0,0,0,0,0.025891,0.064728,0.038837,0,0,0.87,0.8,0,0,0,0,1,0,0,22137,0,0
3287969,0,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,0,0,1,1,0,0,22138,0,0
3287970,0.94299,9,0,0,0,0,0,0,0,0,0.33282,0,0,0.58,0.45,0,0,0,0,1,0,0,22139,0,0
3287971,0.526347,8,0,0.245629,0.245629,0.245629,0.037039,0.192994,0.319707,0.631616,0.046786,0,0,0.61,0.6,0,0,0,0,1,0,0,22140,0,0
3287972,0.948419,8,0.041448,0,0,0,0.029257,0.082895,0.148724,0.258438,0.046324,0,0,0.61,0.6,0,0,0,0,1,0,0,22141,0,0
3287973,0.285751,12,0.014183,0.017334,0.05673,0.185948,0.102429,0.254235,0.457517,0.771108,0.031517,0,0,0.93,0.74,0,0,0,0,1,0,0,22142,0,0
3287974,1,9,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,1,0,0,22143,0,0
3287975,0.091304,8,0.06127,0.212642,0.353201,0.544218,0.068478,0.197024,0.397652,0.561038,0.073283,0,0,0.98,0.97,0,0,0,0,1,0,0,22144,0,0
3287976,0,12,0,0.366272,0.651151,0.664716,0,0,0,0,0,0,0,0.73,0.7,0,0,0,1,0,0,0,22145,0,0
3287977,0.641427,8,0,0,0,0,0,0.053452,0.160357,0.748331,0,0,0,0.95,0.77,0,0,0,0,1,0,0,22146,0,0
3287978,0.308811,8,0.003676,0,0,0,0.297782,0.496303,0.511009,0.555125,0.018382,0,0,0.7669,0.763186,0,0,0,0,0,0,0,22147,0,0
3287979,0.408449,8,0.036469,0,0.364687,0.364687,0.087525,0.204225,0.412096,0.579852,0.102112,0,0,0.78,0.63,0,0,0,1,1,0,0,22148,0,0
3287980,1,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22149,0,0
3287982,1,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.75,0,0,0,0,1,0,0,22150,0,0
3287983,0.334374,12,0.002295,0.012243,0.183638,0.367276,0.055857,0.12166,0.443027,0.708537,0.056622,0,0,0.68,0.57,0,0,0,0,1,0,0,22151,0,0
3287984,0.997406,2,0,0,0,0,0,0.041559,0.041559,0.041559,0,0,0,0.83,0.69,0,0,0,0,1,0,0,22152,0,0
3287985,1,2,0,0,0,0,0,0,0,0,0,0,0,0.83,0.69,0,0,0,0,1,0,0,22153,0,0
3287986,1,2,0,0,0,0,0,0,0,0,0,0,0,0.83,0.69,0,0,0,0,1,0,0,22154,0,0
3287987,0.208514,2,0,0.125109,0.333623,0.500435,0.083406,0.125109,0.333623,0.667246,0,0,0,0.83,0.69,0,0,0,0,1,0,0,22155,0,0
3287988,0.997241,2,0,0,0,0,0,0,0.052486,0.052486,0,0,0,0.83,0.69,0,0,0,0,1,0,0,22156,0,0
3287989,0.492366,2,0,0,0.123091,0.246183,0,0.246183,0.492366,0.615457,0,0,0,0.83,0.69,0,0,0,0,1,0,0,22157,0,0
3287990,0.894427,8,0,0,0,0,0,0,0,0,0.447214,0,0,0.5,0.46,0,1,0,0,1,0,0,22158,0,0
3287991,0.980581,8,0,0,0,0,0,0,0,0,0.196116,0,0,0.5,0.46,0,1,0,0,1,0,0,22159,0,0
3287992,0.894427,8,0,0,0,0,0,0,0,0,0.447214,0,0,0.5,0.46,0,0,0,0,1,0,0,22160,0,0
3287993,0.707107,8,0,0,0,0,0,0,0,0,0.707107,0,0,0.5,0.46,0,1,0,0,1,0,0,22161,0,0
3287994,0.642857,8,0,0,0,0.071429,0,0.142857,0.357143,0.642857,0.142857,0,0,0.5,0.46,0,0,0,0,1,0,0,22162,0,0
3287995,1,8,0,0,0,0,0,0,0,0,0,0,0,0.82,0.81,0,0,0,0,1,0,0,22163,0,0
3287996,0.349293,8,0,0.081231,0.121847,0.203078,0.1056,0.203078,0.446771,0.739202,0.12997,0,0,0.4,0.41,0,0,0,0,1,0,0,22164,0,0
3287997,0.109422,8,0.109422,0.153191,0.153191,0.153191,0,0.19696,0.459573,0.809723,0,0,0,0.4,0.41,0,0,0,0,1,0,0,22165,0,0
3287998,0.17944,8,0.034311,0.13251,0.328119,0.504799,0.056395,0.197187,0.396346,0.618773,0.067438,0,0,0.93,0.89,0,0,0,1,1,0,0,22166,0,0
3287999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.9,0,0,0,0,0,0,0,22167,0,0
3288000,1,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.75,0,0,0,0,1,0,0,22168,0,0
3288001,0.992278,2,0,0,0,0,0,0,0,0,0.124035,0,0,0.99,0.96,0,0,0,1,1,0,0,22169,0,0
3288002,1,8,0,0,0,0,0,0,0,0,0,0,0,0.87,0.8,0,0,0,0,1,0,0,22170,0,0
3288003,0.268311,8,0.033539,0.134156,0.436006,0.737856,0.100617,0.100617,0.268311,0.268311,0.100617,0,0,0.83,0.86,0,0,0,0,1,0,0,22171,0,0
3288004,0,8,0,0,0,0,0,0.57735,0.57735,0.57735,0,0,0,0.83,0.86,0,0,0,0,1,0,1,22172,365,20
3288005,0.999322,8,0,0,0,0,0,0.021262,0.021262,0.021262,0,0,0,0.68,0.75,0,0,0,0,1,0,0,22173,0,0
3288006,0.059843,4,0.003278,0.196219,0.348343,0.500468,0.079072,0.233133,0.398302,0.605559,0.010226,0,0,1,1,0.00635,0,0,1,1,0,0,22174,0,0
3288007,0.348715,8,0,0,0,0.098461,0.205127,0.336408,0.348715,0.767173,0.057435,0,0,0.97,0.98,0,0,0,0,1,0,0,22175,0,0
3288008,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.52,0,1,0,0,1,0,0,22176,0,0
3288009,0.565099,8,0.007706,0,0.192647,0.385295,0.048804,0.197785,0.446942,0.493177,0.102745,0,0,0.98,0.98,0,0,0,1,1,0,0,22177,0,0
3288010,0,2,0,0.425628,0.59588,0.681005,0,0,0,0,0,0,0,0.95,0.77,0,1,0,0,1,0,0,22178,0,0
3288011,0,8,0,0.35218,0.616316,0.704361,0,0,0,0,0,0,0,0.5,0.52,0,0,0,1,1,0,0,22179,0,0
3288012,0.99976,8,0,0,0,0,0.002212,0.004424,0.011059,0.017695,0.004424,0,0,0.95,0.97,0,0,0,0,1,0,0,22180,0,0
3288013,0.149977,8,0,0.131229,0.337447,0.543665,0.037494,0.156226,0.406187,0.599906,0.012498,0,0,0.97,0.93,0,0,0,0,1,0,0,22181,0,0
3288014,0.897085,8,0,0,0,0,0,0.20702,0.276026,0.276026,0,0,0,0.61,0.62,0,1,0,0,1,0,0,22182,0,0
3288015,0.204452,9,0.065053,0.120813,0.306678,0.501837,0.078993,0.204452,0.432138,0.590123,0.102226,0,0,0.58,0.45,0,0,0,0,1,0,0,22183,0,0
3288016,0.999676,8,0,0,0,0,0,0,0.016908,0.019021,0,0,0,1,1,0,0,0,0,1,0,0,22184,0,0
3288017,0.569495,14,0,0,0,0,0.094916,0.284747,0.379663,0.664411,0,0,0,0.89,0.9,0,0,0,0,1,0,0,22185,0,0
3288018,0.266667,2,0,0,0.333333,0.5,0.033333,0.2,0.388889,0.611111,0.044444,0,0,0.99,0.99,0,0,0,0,0,0,0,22186,0,0
3288019,0.752753,4,0,0,0,0,0,0.09033,0.361321,0.541982,0.03011,0,0,0.88,0.91,0,0,0,0,1,0,0,22187,0,0
3288020,0.478213,8,0,0,0,0.220714,0,0.073571,0.478213,0.698926,0,0,0,1,1,0,0,0,0,1,0,0,22188,0,0
3288021,0.99927,8,0,0,0,0,0,0,0.027007,0.027007,0,0,0,0.68,0.49,0,0,0,0,1,0,0,22189,0,0
3288022,0.67082,8,0,0,0.223607,0.447214,0,0.223607,0.223607,0.447214,0,0,0,0.73,0.76,0,0,0,0,1,0,0,22190,0,0
3288023,0.796677,8,0,0,0,0,0.013977,0.139768,0.223629,0.517141,0.167721,0,0,1,0.99,0,0,0,0,1,0,0,22191,0,0
3288024,1,8,0,0,0,0,0,0,0,0,0,0,0,0.4,0.42,0,0,0,0,1,0,0,22192,0,0
3288025,0.271538,8,0,0,0.271538,0.441249,0.033942,0.181025,0.486505,0.622274,0,0,0,0.83,0.85,0,0,0,0,1,0,0,22193,0,0
3288026,0.970143,12,0,0,0,0,0,0,0,0.242536,0,0,0,0.73,0.79,0,0,0,0,1,0,0,22194,0,0
3288027,1,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0,22195,0,0
3288029,0.346551,8,0.313229,0.066644,0.266578,0.466511,0.039987,0.173276,0.406531,0.533156,0.086638,0,0,0.34,0.3,0,0,0,1,1,0,0,22196,0,0
3288030,1,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,1,0,0,22197,0,0
3288031,0.994135,8,0,0,0,0,0,0,0,0.076472,0.076472,0,0,0.78,0.86,0,0,0,0,1,0,0,22198,0,0
3288032,0.999829,8,0,0,0,0,0,0,0,0,0.018515,0,0,0.4,0.42,0,0,0,0,1,0,0,22199,0,0
3288033,0.471289,8,0.029092,0.110549,0.285101,0.401468,0.046547,0.139641,0.320011,0.616748,0.133823,0,0,0.97,0.98,0,0,0,0,1,0,0,22200,0,0
3288034,0.474579,8,0,0,0.189832,0.379663,0,0.094916,0.474579,0.569495,0.189832,0,0,0.99,0.98,0,0,0,0,1,0,0,22201,0,0
3288035,0.664822,8,0,0,0,0,0,0.199447,0.398893,0.59834,0.033241,0,0,0.41,0.46,0,0,0,0,1,0,0,22202,0,0
3288036,0.893689,8,0,0,0,0,0.040622,0.081244,0.162489,0.406222,0.040622,0,0,0.83,0.7,0,0,0,0,1,0,0,22203,0,0
3288037,0.220043,8,0.204326,0,0.094304,0.282913,0.047152,0.204326,0.455804,0.754434,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22204,0,0
3288038,1,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0,22205,0,0
3288039,0.666667,8,0,0,0,0,0,0,0,0.666667,0.333333,0,0,0.97,0.98,0,0,0,0,1,0,0,22206,0,0
3288040,1,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,1,1,0,0,22207,0,0
3288041,1,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,0,0,0,1,0,0,22208,0,0
3288042,0.060406,8,0.01655,0.235005,0.411811,0.609304,0.061234,0.213767,0.344509,0.477734,0.060406,0,0,0.97,0.96,0,0,0,0,1,0,0,22209,0,0
3288043,0,9,0,0,0,0,0,0.57735,0.57735,0.57735,0,0,0,0.7,0.77,0,0,0,1,1,0,0,22210,0,0
3288044,0.936669,8,0,0,0,0,0.022846,0.022846,0.137073,0.319838,0.022846,0,0,0.93,0.96,0,0,0,0,1,0,0,22211,0,0
3288045,0.918559,8,0,0,0,0,0,0.068041,0.238145,0.306186,0.034021,0,0,0.86,0.71,0,0,0,0,1,0,0,22212,0,0
3288046,0.491414,8,0,0.146786,0.299954,0.453122,0.03191,0.12764,0.299954,0.567998,0.108494,0,0,0.98,0.97,0,0,0,0,1,0,0,22213,0,0
3288047,1,9,0,0,0,0,0,0,0,0,0,0,0,0.7,0.77,0,0,0,0,1,0,0,22214,0,0
3288048,1,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,1,0,0,1,0,0,22215,0,0
3288049,0.501393,8,0,0,0,0,0.038569,0.154275,0.462824,0.71352,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22216,0,0
3288050,0.332877,8,0.110959,0,0,0.221918,0,0.221918,0.480822,0.739727,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22217,0,0
